path,category,baseline_lines,current_lines,baseline_sha256,current_sha256,syntax_check,reference_check,review_scope,notes
backend/__init__.py,source_or_support,16,16,81e18abe0fb8596ea793b52a0cd7111128befcbeb37f5a0f091249496eb76108,81e18abe0fb8596ea793b52a0cd7111128befcbeb37f5a0f091249496eb76108,passed,package/export surface; graph absence is not dead-code evidence,static scan; no exhaustive per-line manual semantic review claimed,
backend/api/__init__.py,source_or_support,1,1,ab0094a5d68f589d314b6a3da04cf0f1e50f643d888257a97d7c2d3d96c79d56,ab0094a5d68f589d314b6a3da04cf0f1e50f643d888257a97d7c2d3d96c79d56,passed,package/export surface; graph absence is not dead-code evidence,static scan; no exhaustive per-line manual semantic review claimed,
backend/api/device_routes.py,source_or_support,119,119,53c23e873be77db255a80323e06cc514464225ca740af7c66d97ff3f6e069f96,53c23e873be77db255a80323e06cc514464225ca740af7c66d97ff3f6e069f96,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
backend/api/language_routes.py,source_or_support,141,140,839fe6690762e2f6606fd8c16278562098f6ecb08e498b53e13c8c980c54497d,d22495ebda33e5483b48b86260c7cd24006b9546b7f8f0a27352eda3f4d3a8d0,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
backend/api/phase6_routes.py,source_or_support,870,868,b7a6fbf7da6f05ed455fd65e4c735f18b70712dacbb953a81f7f9e8753287df9,dd2196bfc2365ec32dbddccc016386815d309e62ae8a0f5dfdea50fefc5b0054,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
backend/api/screenshot_routes.py,source_or_support,325,325,ef0bdaf422003448dc7f7cfd9f263572e849399cf282c55e2591f526a5730d77,ef0bdaf422003448dc7f7cfd9f263572e849399cf282c55e2591f526a5730d77,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
backend/api/speaker_routes.py,source_or_support,114,114,9948279ad5b571d5d8d48a14db76d82ebe5f03bc7f9f4b3809408a1c7db7fce1,9948279ad5b571d5d8d48a14db76d82ebe5f03bc7f9f4b3809408a1c7db7fce1,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
backend/api/theme_routes.py,source_or_support,150,150,15dec4b868a892c495373ca20aeb055e6174e0249d4797c4ebf7bfa4bc3498ff,9d7c4ea8e6d4fb65c479f70dc280149bdfa7ac8df445fd5807887e74e2ec602a,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
backend/api/wakeword_routes.py,source_or_support,233,233,91324bce66982eded25d0386e3d25c46a484c17a5b689d569130941603ee9e30,52583bf821f0d2cc9b5db98b8c1dd618cd47558aef3f49c413a43e9e51e5e4b7,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
backend/main.py,source_or_support,20,20,9bf63b1fab8717882dc2bef6d082192efb8879bbb0bcbd470acdba915581dda6,9bf63b1fab8717882dc2bef6d082192efb8879bbb0bcbd470acdba915581dda6,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
backend/message_router.py,source_or_support,842,827,71f36900ad37f2b1deb3e1cd7a85cb76df12184516e1c084f5f3e7eb503384d0,54a5358628a9ee513fe696e5897db0e493782641cb113af4f1f07d20c4ec1ba8,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
backend/voice/__init__.py,source_or_support,28,28,47483de131a0f1206c8f29657cc08b4d55632a6c9397ed80ba9c1b0710e7d0e7,47483de131a0f1206c8f29657cc08b4d55632a6c9397ed80ba9c1b0710e7d0e7,passed,package/export surface; graph absence is not dead-code evidence,static scan; no exhaustive per-line manual semantic review claimed,
backend/voice/audio_capture.py,source_or_support,177,176,02199c391040e2edd45ac299687283cadd8d3dba522ef054d9fbbecd90a4848b,ce1ce52d64c74e42a59d316ff3f8975e5e60d9b4d8d05d95ccdc762f990fe1e1,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
backend/voice/orchestrator.py,source_or_support,491,490,2be94ab51e024c6d0e307eca60dc27778666d1e8236f64435f3b1aad8d0bb6f1,a63317349184eeedebf3478e8731e1366dfb07a87fbd0dc04c60a954480710e3,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,"Same-name on_state_change definitions are a property getter/setter, not shadowed dead functions."
backend/voice/remote_audio.py,source_or_support,113,113,1b1e40175d4b6180e368dda99532a141279c2780826f3d0f8e9e40a2f907f321,1b1e40175d4b6180e368dda99532a141279c2780826f3d0f8e9e40a2f907f321,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
backend/voice/service.py,source_or_support,604,603,61c0b2bd82a14a72f9114ecb438aecfbf9275d8b78b334571798849c2b8b16ad,de5d824d94230614666f5912affb64e004f786637154eb19d6c11e881fa54250,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
backend/voice/stt.py,source_or_support,154,154,919c36f5126ee7bd0dc36a6581e27c114ce619bdbe43048948424c784a7df1a1,7ef34c3af7a5331bbffb1e0f54d79a0f9951c9628af9f4a33c1aa67682089a38,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
backend/voice/tts.py,source_or_support,152,152,f674061364d069963bf157152b58382d8f553de82bc46518a64f9c8b834252e9,f674061364d069963bf157152b58382d8f553de82bc46518a64f9c8b834252e9,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
backend/voice/vad.py,source_or_support,213,212,7c72f1a77496d7ee4694c386baf55ebe9264f7c0362221a994a1efa762ab99c8,eca6d1b1b6e4519ad1e6ee07708c7673e505304b2f29e4482aee1f30df992c7a,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
backend/voice/wake_word.py,source_or_support,139,138,ad8e1a9b3a80710d0cab09cc84a7013a5d46d819c487826aeca38ff9e3638216,a6b86969e23c74a915fdd033f3f1d7db55d4a9868758cea16038b3a61bd8a153,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
backend/websocket_server.py,source_or_support,159,158,62f81204f92be8cbedf57da911a88394f815420b41a2ddcbfff6347b7a78cdd3,2c37739cb145cb3d45eeb1cfcf863224f1b7a863f8a351856b8a7a27471a5019,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
design/tokens.json,source_or_support,210,210,78d5aab7e1e10d7826a1f9caf1f625e8a2a3359726f6d720e9013e57b401bd0b,78d5aab7e1e10d7826a1f9caf1f625e8a2a3359726f6d720e9013e57b401bd0b,JSON syntax passed,not a production entry-point claim,static scan; no exhaustive per-line manual semantic review claimed,
desktop/README.md,documentation_or_configuration,59,59,7d88340d9bec98532f08bc672dc073b7a290fa1412d0d57045e16940a2bcae82,7d88340d9bec98532f08bc672dc073b7a290fa1412d0d57045e16940a2bcae82,inventory/text review; not executed,not a production entry-point claim,static scan; no exhaustive per-line manual semantic review claimed,
desktop/__init__.py,source_or_support,3,3,e4b9e5ea6b9801a1b3ab36e93dccae4e4de439e33e462f43ca33169906ec9a50,e4b9e5ea6b9801a1b3ab36e93dccae4e4de439e33e462f43ca33169906ec9a50,passed,package/export surface; graph absence is not dead-code evidence,static scan; no exhaustive per-line manual semantic review claimed,
desktop/app.py,source_or_support,729,728,5002145e279b0b9a54430c249527f2c07873077bd66f39590965a5e9c23102f3,b88f5a39be97aec1f7f233c916eab9773279e4f5a52bec960141d6a9f139d4f2,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
desktop/backend_client.py,source_or_support,644,644,f2d5651d281e55ada5df5ae0387a7c9a8be27927aad2189decc326fe9f9ee73f,f2d5651d281e55ada5df5ae0387a7c9a8be27927aad2189decc326fe9f9ee73f,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
desktop/chat_client.py,source_or_support,253,253,0b5e9d90da572b05b439bf5371d7f211e2229c2950927216b6d1e6e9ffe77e6c,0b5e9d90da572b05b439bf5371d7f211e2229c2950927216b6d1e6e9ffe77e6c,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
desktop/design_tokens.py,source_or_support,259,259,286db575163e721cc553a711e9564b6e691d6f2cc91240bc4d43ab66fb4bc886,286db575163e721cc553a711e9564b6e691d6f2cc91240bc4d43ab66fb4bc886,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
desktop/main.py,source_or_support,31,31,b24e50bb6ef66f06c64862c53f559cf12c82db08b72f1c7f881aafe38f321382,b24e50bb6ef66f06c64862c53f559cf12c82db08b72f1c7f881aafe38f321382,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
desktop/pages/__init__.py,source_or_support,27,27,c96008c67dd1f8a80eb0d06a8fcb78212079cf44666a6919107a2ff69fac9e46,c96008c67dd1f8a80eb0d06a8fcb78212079cf44666a6919107a2ff69fac9e46,passed,package/export surface; graph absence is not dead-code evidence,static scan; no exhaustive per-line manual semantic review claimed,
desktop/pages/beanie.py,source_or_support,196,176,0928b4e2eb52aa40ad9c3f041ede77d856d475ba2aa2f7e88eddd267319ba5f7,4b8a06de0f5b66ae1d5f63b5ef028b6e54bbbbc5a7ec7bd61f2d8bc2676b519e,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
desktop/pages/chat.py,source_or_support,237,236,5d114850f6a9b64652c78b751f5d59d6cb9f089d309412d22a8adf8fa5ae6cfc,47f5ed37952599d4c54b659640455a981d776d4960eebb15134a827e6c0ada19,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
desktop/pages/code.py,source_or_support,94,71,0cee49274c8875726ab4a10ee9140ab0b09e4c338a9d422e855a1afecb19f31e,9d95810667c7f8ab1ee20b288c32036079d260d5d3efa0c07b9546a6336c47be,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
desktop/pages/files.py,source_or_support,99,78,6e48ccf6390f634637cf6cf54da8ef8c4299abec33b7084236417c7a3c09f18a,c28c1ccc025359f0c08ef74aa80bd092528c995823341f9af9c919803dbc039e,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
desktop/pages/lora.py,source_or_support,135,134,c737d00d72d22a6b32b6d60950e52e9e9b479cfeaa07ca25ee861832e7dc02d7,de22bd876e5ac3edc2ed459d9c102367c372dca1ecbc1e83eecfa360da5d5079,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
desktop/pages/message_bubble.py,source_or_support,77,77,f0a63bed7a531f265da60bca00be7347627eb8e1459a3b0c7081f65baca8d205,d3f137f79a60ef1f45ecb723dc1c3081b73454aa8feb81a689fbd2aaf58d1bc5,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
desktop/pages/owner_control.py,source_or_support,974,974,9f10efb1050726fd751030776d9ad0396e383d506a401c335975c92739714eba,9f10efb1050726fd751030776d9ad0396e383d506a401c335975c92739714eba,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
desktop/pages/pansophy.py,source_or_support,106,83,1f3a3180802cbc1d44771e325fe67c9943db35d61e57fab587a7b8b10c26bd0a,086af18a3ce40d9b35f5f69388218aea7d8afb0619be7dd60615b57bf0f11a63,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
desktop/pages/projects.py,source_or_support,170,151,f593e1e7dfb960783ddcbaa043d4ed67776fce59093cbcad9e5e34e0ad6ef875,fcf861a915f21c73ee6f13d1f48fa0998a8a81bd4d92fc1c5f6b557a213fe3fd,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
desktop/pages/settings.py,source_or_support,267,266,6431d596dc492fdfdaa67043afc3e3dea6ace2b1ac0bf97d7ec9afaf114210d0,c117881975e52758c3c5baf9d4df7e8b69a6f76b5fd8e7bc6fe82c64c6f4a82a,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
desktop/pages/tools.py,source_or_support,240,225,8eada8762ba53a322535b3ce76688f67d38f75dbcb605ab5073672b855484f36,2bb09b8ffd9f5607e57b92cc832364b3b018067dcb7e85d95cd5d5bda5d9a110,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
desktop/pages/vision.py,source_or_support,223,207,591376cf567ebead4d8e842fb221db3955dd4e361799d7495b8691dbb525db3a,3f4211245e184152098f9bef7bb3bd512a71b71dbb6a045698745eb6f32750fc,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
desktop/settings.py,source_or_support,87,87,bb2282d6028b79f424b52dc3e2fa5b5862044107ce63be207be5c59598905d9c,bb2282d6028b79f424b52dc3e2fa5b5862044107ce63be207be5c59598905d9c,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
desktop/styles.py,source_or_support,105,105,89cbe39376077a605805b52324335fb560ab011ae5cc4fa89a83ca9711f754e8,55bd04a89f6c45938f10d377aaa4f135a0379e162c51567c3a0078ff8d0ab77c,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
desktop/theme.py,source_or_support,209,209,42d7c8ef755c50d64b5b05f79dda638a83cc9436df96496fb604f6e36355ecb0,42d7c8ef755c50d64b5b05f79dda638a83cc9436df96496fb604f6e36355ecb0,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
desktop/voice_client.py,source_or_support,330,330,10930e4f4bc19c9e8fca572049b6c70dae353521279256c9e024d199c1e12f73,10930e4f4bc19c9e8fca572049b6c70dae353521279256c9e024d199c1e12f73,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
